tx_id,source_account,target_account,amount,timestamp,is_anomaly,anomaly_type
TX_102685,ACC_1109,ACC_1011,600.39,2026-07-13 02:51:00,0,None
TX_101997,ACC_1051,ACC_1099,1366.06,2026-07-12 18:39:00,0,None
TX_104894,ACC_1174,ACC_1153,879.41,2026-07-12 19:10:00,0,None
TX_103091,ACC_1018,ACC_1027,301.54,2026-07-12 21:45:00,0,None
TX_100479,ACC_1156,ACC_1068,148.03,2026-07-12 22:57:00,0,None
TX_101164,ACC_1103,ACC_1198,199.65,2026-07-12 00:12:00,0,None
TX_104869,ACC_1085,ACC_1195,1489.67,2026-07-12 00:19:00,0,None
TX_100170,ACC_1093,ACC_1073,1089.41,2026-07-12 23:15:00,0,None
TX_101973,ACC_1005,ACC_1078,1020.65,2026-07-12 18:33:00,0,None
TX_104733,ACC_1072,ACC_1164,667.87,2026-07-11 02:21:00,0,None
TX_100604,ACC_1014,ACC_1045,1388.79,2026-07-12 01:20:00,0,None
TX_103261,ACC_1120,ACC_1155,1057.12,2026-07-12 18:13:00,0,None
TX_100039,ACC_1070,ACC_1117,1138.05,2026-07-12 20:39:00,0,None
TX_102391,ACC_1163,ACC_1110,255.24,2026-07-12 18:01:00,0,None
TX_103195,ACC_1149,ACC_1116,633.91,2026-07-11 21:35:00,0,None
TX_104051,ACC_1015,ACC_1089,480.11,2026-07-13 02:29:00,0,None
TX_100568,ACC_1177,ACC_1069,758.63,2026-07-11 23:14:00,0,None
TX_101806,ACC_1004,ACC_1119,1390.92,2026-07-13 00:25:00,0,None
TX_103927,ACC_1121,ACC_1084,915.97,2026-07-11 21:35:00,0,None
TX_102540,ACC_1001,ACC_1090,1401.11,2026-07-12 18:47:00,0,None
TX_102576,ACC_1044,ACC_1126,322.53,2026-07-13 01:24:00,0,None
TX_100897,ACC_1059,ACC_1015,943.44,2026-07-11 22:10:00,0,None
TX_100728,ACC_1128,ACC_1026,635.75,2026-07-12 21:46:00,0,None
TX_100998,ACC_1038,ACC_1192,284.27,2026-07-11 23:28:00,0,None
TX_102766,ACC_1065,ACC_1040,888.33,2026-07-12 00:45:00,0,None
TX_104750,ACC_1045,ACC_1024,213.19,2026-07-10 18:18:00,0,None
TX_100393,ACC_1087,ACC_1131,176.27,2026-07-10 18:34:00,0,None
TX_103397,ACC_1064,ACC_1127,914.14,2026-07-13 02:11:00,0,None
TX_104332,ACC_1117,ACC_1163,649.49,2026-07-11 22:14:00,0,None
TX_103531,ACC_1138,ACC_1151,1217.76,2026-07-12 23:57:00,0,None
TX_103988,ACC_1118,ACC_1048,1014.06,2026-07-12 02:00:00,0,None
TX_102207,ACC_1084,ACC_1014,1413.02,2026-07-12 18:50:00,0,None
TX_102042,ACC_1057,ACC_1014,636.5,2026-07-12 21:31:00,0,None
TX_103741,ACC_1112,ACC_1181,1235.41,2026-07-12 23:05:00,0,None
TX_100959,ACC_1034,ACC_1177,646.41,2026-07-11 00:31:00,0,None
TX_100247,ACC_1143,ACC_1189,246.75,2026-07-12 22:36:00,0,None
TX_102402,ACC_1097,ACC_1166,596.94,2026-07-11 01:26:00,0,None
TX_102573,ACC_1052,ACC_1154,1393.88,2026-07-10 23:12:00,0,None
TX_100079,ACC_1050,ACC_1026,1441.97,2026-07-11 23:27:00,0,None
TX_100900,ACC_1124,ACC_1092,985.77,2026-07-12 00:57:00,0,None
TX_101936,ACC_1024,ACC_1021,154.82,2026-07-11 20:07:00,0,None
TX_100701,ACC_1161,ACC_1008,1121.9,2026-07-11 21:07:00,0,None
TX_103802,ACC_1034,ACC_1055,1327.5,2026-07-13 00:33:00,0,None
TX_100363,ACC_1159,ACC_1198,975.17,2026-07-13 02:12:00,0,None
TX_103826,ACC_1102,ACC_1082,708.62,2026-07-12 23:03:00,0,None
TX_102550,ACC_1085,ACC_1042,967.79,2026-07-12 20:11:00,0,None
TX_104800,ACC_1054,ACC_1038,674.89,2026-07-13 01:36:00,0,None
TX_100853,ACC_1020,ACC_1146,492.15,2026-07-10 19:08:00,0,None
TX_103440,ACC_1060,ACC_1049,1019.84,2026-07-10 20:32:00,0,None
TX_101974,ACC_1131,ACC_1078,199.19,2026-07-12 20:16:00,0,None
TX_100509,ACC_1013,ACC_1106,350.74,2026-07-10 20:56:00,0,None
TX_102556,ACC_1106,ACC_1034,1228.86,2026-07-11 00:56:00,0,None
TX_104184,ACC_1190,ACC_1093,697.87,2026-07-12 22:46:00,0,None
TX_104583,ACC_1142,ACC_1161,1093.01,2026-07-12 00:06:00,0,None
TX_100332,ACC_1143,ACC_1141,15.54,2026-07-10 19:59:00,0,None
TX_103880,ACC_1017,ACC_1131,779.96,2026-07-10 23:37:00,0,None
TX_103677,ACC_1074,ACC_1174,1322.63,2026-07-12 00:44:00,0,None
TX_100389,ACC_1045,ACC_1064,1382.56,2026-07-10 19:57:00,0,None
TX_100404,ACC_1075,ACC_1024,450.36,2026-07-11 18:47:00,0,None
TX_103317,ACC_1124,ACC_1076,709.81,2026-07-11 21:06:00,0,None
TX_100921,ACC_1011,ACC_1118,1455.49,2026-07-10 20:58:00,0,None
TX_101044,ACC_1119,ACC_1178,263.53,2026-07-11 23:55:00,0,None
TX_100635,ACC_1144,ACC_1190,105.58,2026-07-11 21:38:00,0,None
TX_101358,ACC_1096,ACC_1005,251.43,2026-07-11 00:37:00,0,None
TX_104519,ACC_1037,ACC_1012,661.16,2026-07-13 00:53:00,0,None
TX_102072,ACC_1196,ACC_1131,1429.81,2026-07-11 00:09:00,0,None
TX_102562,ACC_1161,ACC_1177,1236.88,2026-07-12 02:55:00,0,None
TX_103031,ACC_1157,ACC_1062,149.67,2026-07-10 21:53:00,0,None
TX_100499,ACC_1055,ACC_1192,762.31,2026-07-10 21:07:00,0,None
TX_102913,ACC_1094,ACC_1074,1073.75,2026-07-10 23:35:00,0,None
TX_100839,ACC_1069,ACC_1138,855.37,2026-07-13 01:37:00,0,None
TX_100337,ACC_1042,ACC_1167,531.02,2026-07-10 20:37:00,0,None
TX_103613,ACC_1136,ACC_1101,1366.59,2026-07-11 02:42:00,0,None
TX_104572,ACC_1038,ACC_1024,366.51,2026-07-11 20:34:00,0,None
TX_100238,ACC_1038,ACC_1095,483.67,2026-07-10 20:17:00,0,None
TX_100045,ACC_1177,ACC_1044,438.59,2026-07-12 18:05:00,0,None
TX_101953,ACC_1104,ACC_1030,74.78,2026-07-11 18:39:00,0,None
TX_100766,ACC_1126,ACC_1143,1481.37,2026-07-11 00:52:00,0,None
TX_101152,ACC_1074,ACC_1069,210.3,2026-07-13 01:27:00,0,None
TX_104808,ACC_1112,ACC_1143,1398.6,2026-07-11 00:26:00,0,None
TX_100256,ACC_1065,ACC_1169,789.95,2026-07-10 19:29:00,0,None
TX_100109,ACC_1051,ACC_1189,458.88,2026-07-11 01:36:00,0,None
TX_101638,ACC_1138,ACC_1074,1149.76,2026-07-10 18:23:00,0,None
TX_100669,ACC_1041,ACC_1113,971.27,2026-07-12 20:49:00,0,None
TX_104287,ACC_1092,ACC_1066,84.01,2026-07-12 22:25:00,0,None
TX_101271,ACC_1009,ACC_1083,405.17,2026-07-11 23:52:00,0,None
TX_103740,ACC_1091,ACC_1189,1035.32,2026-07-13 00:17:00,0,None
TX_100743,ACC_1037,ACC_1181,645.43,2026-07-12 00:22:00,0,None
TX_104005,ACC_1161,ACC_1054,841.17,2026-07-11 00:48:00,0,None
TX_104320,ACC_1185,ACC_1143,517.04,2026-07-11 20:17:00,0,None
TX_100963,ACC_1069,ACC_1065,983.33,2026-07-11 01:30:00,0,None
TX_103224,ACC_1126,ACC_1106,1478.34,2026-07-13 01:52:00,0,None
TX_101817,ACC_1073,ACC_1144,1231.7,2026-07-10 18:09:00,0,None
TX_103418,ACC_1124,ACC_1112,1245.74,2026-07-10 20:56:00,0,None
TX_100545,ACC_1157,ACC_1092,523.43,2026-07-12 19:57:00,0,None
TX_100625,ACC_1049,ACC_1142,1430.29,2026-07-11 18:36:00,0,None
TX_100733,ACC_1154,ACC_1021,164.76,2026-07-12 01:37:00,0,None
TX_100607,ACC_1136,ACC_1127,78.45,2026-07-13 00:26:00,0,None
TX_103351,ACC_1162,ACC_1092,409.76,2026-07-11 18:44:00,0,None
TX_101823,ACC_1026,ACC_1046,233.64,2026-07-10 22:34:00,0,None
TX_100924,ACC_1175,ACC_1191,569.55,2026-07-11 19:49:00,0,None
TX_103616,ACC_1013,ACC_1069,63.1,2026-07-13 00:39:00,0,None
TX_101397,ACC_1006,ACC_1092,1198.74,2026-07-12 22:27:00,0,None
TX_103808,ACC_1067,ACC_1000,413.26,2026-07-12 23:41:00,0,None
TX_104987,ACC_1193,ACC_1172,608.41,2026-07-10 18:10:00,0,None
TX_104197,ACC_1001,ACC_1082,373.03,2026-07-13 00:02:00,0,None
TX_100008,ACC_1137,ACC_1052,398.24,2026-07-13 02:37:00,0,None
TX_104576,ACC_1083,ACC_1037,14.35,2026-07-11 02:39:00,0,None
TX_104730,ACC_1183,ACC_1057,1013.2,2026-07-12 02:01:00,0,None
TX_100637,ACC_1131,ACC_1016,1156.63,2026-07-13 01:34:00,0,None
TX_101563,ACC_1011,ACC_1077,929.95,2026-07-12 19:42:00,0,None
TX_104326,ACC_1123,ACC_1056,152.85,2026-07-12 01:30:00,0,None
TX_104343,ACC_1086,ACC_1054,1254.42,2026-07-12 01:10:00,0,None
TX_101908,ACC_1029,ACC_1167,1265.71,2026-07-11 00:04:00,0,None
TX_102061,ACC_1126,ACC_1111,890.13,2026-07-10 22:53:00,0,None
TX_101616,ACC_1020,ACC_1146,291.97,2026-07-10 22:11:00,0,None
TX_103635,ACC_1129,ACC_1031,590.25,2026-07-12 01:49:00,0,None
TX_100727,ACC_1046,ACC_1199,991.59,2026-07-10 22:14:00,0,None
TX_103836,ACC_1095,ACC_1172,627.6,2026-07-12 18:16:00,0,None
TX_101985,ACC_1017,ACC_1048,82.9,2026-07-13 01:00:00,0,None
TX_103528,ACC_1195,ACC_1106,1312.84,2026-07-11 02:54:00,0,None
TX_101775,ACC_1062,ACC_1082,844.47,2026-07-11 20:17:00,0,None
TX_104938,ACC_1172,ACC_1026,1499.07,2026-07-11 21:57:00,0,None
TX_100623,ACC_1102,ACC_1173,215.48,2026-07-11 00:32:00,0,None
TX_100554,ACC_1031,ACC_1097,1343.24,2026-07-13 01:25:00,0,None
TX_101808,ACC_1023,ACC_1067,657.32,2026-07-10 20:42:00,0,None
TX_103082,ACC_1121,ACC_1176,221.16,2026-07-12 01:43:00,0,None
TX_100291,ACC_1137,ACC_1071,828.14,2026-07-11 01:20:00,0,None
TX_102983,ACC_1086,ACC_1131,461.42,2026-07-11 21:45:00,0,None
TX_104978,ACC_1039,ACC_1005,663.72,2026-07-13 02:30:00,0,None
TX_103564,ACC_1103,ACC_1093,1050.91,2026-07-12 18:54:00,0,None
TX_100627,ACC_1113,ACC_1198,1295.1,2026-07-11 00:08:00,0,None
TX_104538,ACC_1188,ACC_1065,497.1,2026-07-12 00:42:00,0,None
TX_102538,ACC_1121,ACC_1013,784.12,2026-07-10 23:36:00,0,None
TX_104345,ACC_1170,ACC_1192,182.33,2026-07-12 01:43:00,0,None
TX_101845,ACC_1081,ACC_1012,410.81,2026-07-11 02:48:00,0,None
TX_103617,ACC_1153,ACC_1010,1302.24,2026-07-10 19:41:00,0,None
TX_102638,ACC_1049,ACC_1105,1109.98,2026-07-10 20:21:00,0,None
TX_103775,ACC_1157,ACC_1174,916.62,2026-07-10 20:58:00,0,None
TX_103873,ACC_1074,ACC_1075,1360.92,2026-07-10 19:08:00,0,None
TX_104170,ACC_1067,ACC_1036,967.77,2026-07-12 18:33:00,0,None
TX_103431,ACC_1166,ACC_1138,403.67,2026-07-12 18:53:00,0,None
TX_103421,ACC_1185,ACC_1176,817.29,2026-07-11 19:00:00,0,None
TX_102101,ACC_1006,ACC_1078,1079.92,2026-07-13 00:50:00,0,None
TX_100298,ACC_1074,ACC_1047,425.07,2026-07-12 02:42:00,0,None
TX_103362,ACC_1072,ACC_1137,1217.76,2026-07-10 22:08:00,0,None
TX_103422,ACC_1137,ACC_1139,699.43,2026-07-11 01:53:00,0,None
TX_101035,ACC_1131,ACC_1002,1458.9,2026-07-11 18:48:00,0,None
TX_104638,ACC_1114,ACC_1133,1436.29,2026-07-10 19:45:00,0,None
TX_102971,ACC_1051,ACC_1007,1101.8,2026-07-12 02:37:00,0,None
TX_103607,ACC_1070,ACC_1140,464.38,2026-07-11 18:55:00,0,None
TX_103932,ACC_1184,ACC_1039,1299.27,2026-07-12 01:07:00,0,None
TX_103883,ACC_1066,ACC_1045,234.34,2026-07-12 18:42:00,0,None
TX_100232,ACC_1104,ACC_1067,132.25,2026-07-11 23:13:00,0,None
TX_104872,ACC_1064,ACC_1157,931.12,2026-07-12 18:29:00,0,None
TX_103239,ACC_1196,ACC_1133,567.9,2026-07-11 22:57:00,0,None
TX_103905,ACC_1185,ACC_1184,963.43,2026-07-12 23:39:00,0,None
TX_102113,ACC_1052,ACC_1137,234.83,2026-07-11 21:57:00,0,None
TX_103708,ACC_1019,ACC_1099,1369.33,2026-07-10 23:13:00,0,None
TX_104102,ACC_1001,ACC_1182,546.06,2026-07-12 01:25:00,0,None
TX_102422,ACC_1151,ACC_1025,58.54,2026-07-10 19:52:00,0,None
TX_102988,ACC_1044,ACC_1024,1389.61,2026-07-12 00:30:00,0,None
TX_100410,ACC_1019,ACC_1061,22.06,2026-07-11 23:48:00,0,None
TX_102171,ACC_1091,ACC_1086,678.09,2026-07-10 23:04:00,0,None
TX_100204,ACC_1143,ACC_1068,520.38,2026-07-11 22:23:00,0,None
TX_100611,ACC_1156,ACC_1081,147.59,2026-07-11 19:53:00,0,None
TX_104749,ACC_1024,ACC_1060,713.93,2026-07-12 23:26:00,0,None
TX_100717,ACC_1145,ACC_1007,1322.26,2026-07-12 23:46:00,0,None
TX_100103,ACC_1039,ACC_1089,1089.69,2026-07-12 23:26:00,0,None
TX_103687,ACC_1044,ACC_1175,424.8,2026-07-11 19:11:00,0,None
TX_102362,ACC_1087,ACC_1009,502.88,2026-07-11 02:50:00,0,None
TX_104816,ACC_1145,ACC_1146,239.43,2026-07-11 23:06:00,0,None
TX_101517,ACC_1009,ACC_1121,336.48,2026-07-10 21:50:00,0,None
TX_101506,ACC_1092,ACC_1008,535.04,2026-07-12 20:56:00,0,None
TX_103723,ACC_1085,ACC_1025,436.64,2026-07-10 18:16:00,0,None
TX_102806,ACC_1027,ACC_1089,870.18,2026-07-10 23:33:00,0,None
TX_104476,ACC_1063,ACC_1012,1340.76,2026-07-12 21:59:00,0,None
TX_104514,ACC_1171,ACC_1098,1499.88,2026-07-12 02:10:00,0,None
TX_104089,ACC_1018,ACC_1067,892.79,2026-07-10 22:57:00,0,None
TX_102973,ACC_1018,ACC_1032,1165.72,2026-07-10 19:35:00,0,None
TX_102727,ACC_1175,ACC_1101,700.78,2026-07-12 18:45:00,0,None
TX_104353,ACC_1109,ACC_1182,1070.57,2026-07-11 20:47:00,0,None
TX_101545,ACC_1015,ACC_1006,1336.34,2026-07-13 00:08:00,0,None
TX_102277,ACC_1107,ACC_1096,125.29,2026-07-13 00:47:00,0,None
TX_104488,ACC_1046,ACC_1167,1397.52,2026-07-13 01:34:00,0,None
TX_101957,ACC_1144,ACC_1096,738.11,2026-07-11 23:29:00,0,None
TX_104822,ACC_1138,ACC_1154,385.0,2026-07-12 21:12:00,0,None
TX_102963,ACC_1084,ACC_1141,1218.18,2026-07-12 23:21:00,0,None
TX_103631,ACC_1055,ACC_1156,1150.76,2026-07-10 20:21:00,0,None
TX_102539,ACC_1099,ACC_1162,91.38,2026-07-11 00:03:00,0,None
TX_100615,ACC_1010,ACC_1006,1108.65,2026-07-12 00:23:00,0,None
TX_103428,ACC_1056,ACC_1028,196.28,2026-07-12 01:50:00,0,None
TX_102946,ACC_1170,ACC_1185,1195.79,2026-07-11 22:13:00,0,None
TX_101525,ACC_1069,ACC_1023,979.28,2026-07-12 20:56:00,0,None
TX_104070,ACC_1088,ACC_1013,65.74,2026-07-11 19:45:00,0,None
TX_100152,ACC_1025,ACC_1120,248.8,2026-07-12 00:01:00,0,None
TX_104354,ACC_1040,ACC_1136,213.42,2026-07-11 18:21:00,0,None
TX_100573,ACC_1009,ACC_1088,1175.12,2026-07-12 00:53:00,0,None
TX_102211,ACC_1016,ACC_1067,631.21,2026-07-11 22:00:00,0,None
TX_100329,ACC_1140,ACC_1080,1114.81,2026-07-11 20:14:00,0,None
TX_100455,ACC_1139,ACC_1088,635.79,2026-07-12 18:03:00,0,None
TX_102794,ACC_1119,ACC_1049,1438.54,2026-07-11 19:09:00,0,None
TX_104145,ACC_1049,ACC_1088,171.26,2026-07-10 20:38:00,0,None
TX_103274,ACC_1194,ACC_1081,1068.87,2026-07-11 19:49:00,0,None
TX_103452,ACC_1099,ACC_1091,633.61,2026-07-12 01:19:00,0,None
TX_102707,ACC_1033,ACC_1107,316.52,2026-07-11 22:47:00,0,None
TX_102293,ACC_1071,ACC_1102,1457.74,2026-07-10 21:57:00,0,None
TX_103551,ACC_1133,ACC_1173,378.03,2026-07-12 19:41:00,0,None
TX_103135,ACC_1003,ACC_1087,690.93,2026-07-13 02:45:00,0,None
TX_103402,ACC_1049,ACC_1097,1493.06,2026-07-12 20:43:00,0,None
TX_101062,ACC_1100,ACC_1188,961.06,2026-07-10 21:24:00,0,None
TX_104179,ACC_1000,ACC_1123,494.56,2026-07-12 21:17:00,0,None
TX_103359,ACC_1040,ACC_1156,592.56,2026-07-11 18:54:00,0,None
TX_101604,ACC_1136,ACC_1111,790.33,2026-07-12 19:49:00,0,None
TX_100570,ACC_1154,ACC_1070,603.91,2026-07-10 23:21:00,0,None
TX_103186,ACC_1122,ACC_1001,1057.61,2026-07-12 01:27:00,0,None
TX_102461,ACC_1045,ACC_1049,983.39,2026-07-12 20:13:00,0,None
TX_104690,ACC_1117,ACC_1041,725.65,2026-07-12 20:14:00,0,None
TX_102318,ACC_1096,ACC_1184,1211.2,2026-07-10 22:07:00,0,None
TX_100978,ACC_1058,ACC_1003,147.27,2026-07-11 02:06:00,0,None
TX_103396,ACC_1109,ACC_1162,943.31,2026-07-10 19:01:00,0,None
TX_101041,ACC_1190,ACC_1140,894.35,2026-07-12 20:14:00,0,None
TX_102534,ACC_1187,ACC_1078,1048.57,2026-07-13 02:55:00,0,None
TX_102406,ACC_1168,ACC_1029,881.33,2026-07-11 21:19:00,0,None
TX_101403,ACC_1082,ACC_1173,667.93,2026-07-10 22:50:00,0,None
TX_104203,ACC_1078,ACC_1177,19.58,2026-07-10 23:44:00,0,None
TX_104864,ACC_1082,ACC_1146,443.16,2026-07-13 02:36:00,0,None
TX_104989,ACC_1048,ACC_1111,398.52,2026-07-12 22:39:00,0,None
TX_100078,ACC_1125,ACC_1103,1156.26,2026-07-11 19:40:00,0,None
TX_104798,ACC_1090,ACC_1126,1092.83,2026-07-13 00:50:00,0,None
TX_102769,ACC_1160,ACC_1014,1343.69,2026-07-11 19:15:00,0,None
TX_100448,ACC_1125,ACC_1140,1429.05,2026-07-11 22:06:00,0,None
TX_100163,ACC_1050,ACC_1180,1446.48,2026-07-10 22:02:00,0,None
TX_104762,ACC_1142,ACC_1123,1316.8,2026-07-12 21:45:00,0,None
TX_104643,ACC_1103,ACC_1143,237.57,2026-07-11 18:56:00,0,None
TX_100961,ACC_1135,ACC_1091,492.38,2026-07-12 19:35:00,0,None
TX_100184,ACC_1043,ACC_1016,711.16,2026-07-12 18:52:00,0,None
TX_102082,ACC_1059,ACC_1013,482.17,2026-07-10 18:25:00,0,None
TX_103283,ACC_1192,ACC_1034,532.31,2026-07-10 21:13:00,0,None
TX_104153,ACC_1041,ACC_1065,1324.29,2026-07-11 01:21:00,0,None
TX_101156,ACC_1124,ACC_1018,1439.11,2026-07-13 01:29:00,0,None
TX_102229,ACC_1147,ACC_1074,986.83,2026-07-11 20:19:00,0,None
TX_104103,ACC_1002,ACC_1064,249.98,2026-07-13 02:06:00,0,None
TX_101994,ACC_1013,ACC_1119,271.05,2026-07-12 02:48:00,0,None
TX_102146,ACC_1081,ACC_1010,1468.36,2026-07-11 18:48:00,0,None
TX_102233,ACC_1021,ACC_1086,1084.09,2026-07-11 21:00:00,0,None
TX_103510,ACC_1022,ACC_1080,298.88,2026-07-12 22:46:00,0,None
TX_101633,ACC_1109,ACC_1123,953.63,2026-07-10 21:29:00,0,None
TX_100606,ACC_1038,ACC_1045,662.23,2026-07-12 02:31:00,0,None
TX_103705,ACC_1062,ACC_1126,270.5,2026-07-12 18:42:00,0,None
TX_103858,ACC_1021,ACC_1087,864.24,2026-07-11 02:52:00,0,None
TX_102356,ACC_1104,ACC_1092,1356.8,2026-07-10 21:49:00,0,None
TX_100326,ACC_1126,ACC_1029,725.27,2026-07-10 22:21:00,0,None
TX_103918,ACC_1135,ACC_1077,1325.91,2026-07-12 19:02:00,0,None
TX_104778,ACC_1118,ACC_1102,801.32,2026-07-11 22:52:00,0,None
TX_103019,ACC_1109,ACC_1120,249.4,2026-07-12 00:33:00,0,None
TX_101440,ACC_1180,ACC_1013,867.71,2026-07-11 01:43:00,0,None
TX_100334,ACC_1188,ACC_1074,939.3,2026-07-13 02:49:00,0,None
TX_102426,ACC_1092,ACC_1176,1055.89,2026-07-13 02:12:00,0,None
TX_101849,ACC_1077,ACC_1121,494.55,2026-07-12 20:28:00,0,None
TX_103660,ACC_1154,ACC_1106,1108.32,2026-07-10 21:32:00,0,None
TX_103098,ACC_1113,ACC_1160,975.38,2026-07-11 01:04:00,0,None
TX_101326,ACC_1028,ACC_1054,152.9,2026-07-11 22:37:00,0,None
TX_104844,ACC_1144,ACC_1057,1376.32,2026-07-12 18:00:00,0,None
TX_100676,ACC_1165,ACC_1008,213.24,2026-07-11 20:21:00,0,None
TX_100288,ACC_1051,ACC_1138,396.64,2026-07-12 01:32:00,0,None
TX_101754,ACC_1162,ACC_1100,1322.3,2026-07-13 01:04:00,0,None
TX_103219,ACC_1185,ACC_1188,743.4,2026-07-11 01:41:00,0,None
TX_101473,ACC_1120,ACC_1044,533.24,2026-07-11 20:47:00,0,None
TX_100802,ACC_1086,ACC_1005,275.62,2026-07-10 20:05:00,0,None
TX_102753,ACC_1130,ACC_1019,730.86,2026-07-12 00:17:00,0,None
TX_101149,ACC_1082,ACC_1109,727.48,2026-07-13 01:14:00,0,None
TX_101765,ACC_1148,ACC_1094,1290.47,2026-07-11 20:47:00,0,None
TX_100622,ACC_1005,ACC_1076,1362.14,2026-07-11 22:04:00,0,None
TX_101052,ACC_1051,ACC_1061,1290.11,2026-07-12 18:00:00,0,None
TX_100146,ACC_1137,ACC_1127,282.14,2026-07-10 23:28:00,0,None
TX_102627,ACC_1178,ACC_1052,636.06,2026-07-11 02:44:00,0,None
TX_103998,ACC_1095,ACC_1170,595.87,2026-07-12 00:35:00,0,None
TX_102460,ACC_1054,ACC_1130,221.24,2026-07-10 19:52:00,0,None
TX_101863,ACC_1114,ACC_1135,909.24,2026-07-10 21:53:00,0,None
TX_102033,ACC_1045,ACC_1173,319.63,2026-07-13 02:41:00,0,None
TX_100028,ACC_1125,ACC_1005,698.48,2026-07-11 22:16:00,0,None
TX_103199,ACC_1139,ACC_1172,1336.39,2026-07-11 18:16:00,0,None
TX_101663,ACC_1005,ACC_1120,1459.1,2026-07-11 22:17:00,0,None
TX_101318,ACC_1016,ACC_1198,18.59,2026-07-12 21:52:00,0,None
TX_104966,ACC_1127,ACC_1055,100.09,2026-07-12 02:31:00,0,None
TX_101414,ACC_1148,ACC_1119,665.03,2026-07-10 19:35:00,0,None
TX_100945,ACC_1093,ACC_1105,58.8,2026-07-11 22:50:00,0,None
TX_103404,ACC_1020,ACC_1076,1358.57,2026-07-13 00:07:00,0,None
TX_103644,ACC_1159,ACC_1107,1265.4,2026-07-10 18:20:00,0,None
TX_103759,ACC_1181,ACC_1071,541.55,2026-07-12 19:36:00,0,None
TX_101797,ACC_1162,ACC_1132,546.2,2026-07-11 18:26:00,0,None
TX_101278,ACC_1169,ACC_1183,1350.54,2026-07-10 19:48:00,0,None
TX_103902,ACC_1111,ACC_1172,551.47,2026-07-12 22:38:00,0,None
TX_101540,ACC_1039,ACC_1128,648.88,2026-07-10 20:10:00,0,None
TX_101016,ACC_1064,ACC_1148,829.03,2026-07-10 22:15:00,0,None
TX_102380,ACC_1038,ACC_1022,730.34,2026-07-12 00:04:00,0,None
TX_104515,ACC_1048,ACC_1092,1404.08,2026-07-11 00:23:00,0,None
TX_101599,ACC_1028,ACC_1142,494.98,2026-07-12 23:41:00,0,None
TX_104973,ACC_1181,ACC_1014,80.99,2026-07-10 18:58:00,0,None
TX_104821,ACC_1091,ACC_1052,714.28,2026-07-12 01:21:00,0,None
TX_100567,ACC_1052,ACC_1111,125.75,2026-07-12 00:24:00,0,None
TX_104620,ACC_1028,ACC_1019,1109.73,2026-07-13 00:51:00,0,None
TX_100565,ACC_1007,ACC_1037,1496.49,2026-07-12 00:44:00,0,None
TX_104868,ACC_1009,ACC_1056,125.78,2026-07-10 18:29:00,0,None
TX_104020,ACC_1084,ACC_1158,496.08,2026-07-11 23:05:00,0,None
TX_104445,ACC_1098,ACC_1000,980.82,2026-07-12 18:23:00,0,None
TX_103638,ACC_1146,ACC_1170,1387.49,2026-07-10 18:57:00,0,None
TX_104639,ACC_1168,ACC_1111,1253.03,2026-07-10 21:30:00,0,None
TX_100282,ACC_1024,ACC_1188,1099.36,2026-07-11 22:04:00,0,None
TX_100763,ACC_1051,ACC_1144,1034.55,2026-07-11 02:20:00,0,None
TX_101277,ACC_1012,ACC_1018,287.1,2026-07-11 20:15:00,0,None
TX_101715,ACC_1104,ACC_1026,790.9,2026-07-11 18:32:00,0,None
TX_104342,ACC_1150,ACC_1176,1396.58,2026-07-10 21:17:00,0,None
TX_104520,ACC_1151,ACC_1053,1450.73,2026-07-12 18:31:00,0,None
TX_103907,ACC_1027,ACC_1083,321.88,2026-07-11 18:39:00,0,None
TX_101203,ACC_1046,ACC_1031,1474.92,2026-07-12 20:42:00,0,None
TX_101758,ACC_1037,ACC_1027,250.58,2026-07-10 20:01:00,0,None
TX_102959,ACC_1043,ACC_1128,492.53,2026-07-13 02:37:00,0,None
TX_104182,ACC_1179,ACC_1182,1300.35,2026-07-11 23:44:00,0,None
TX_100380,ACC_1005,ACC_1184,107.82,2026-07-12 01:20:00,0,None
TX_101920,ACC_1124,ACC_1033,630.73,2026-07-10 23:39:00,0,None
TX_103712,ACC_1028,ACC_1058,996.03,2026-07-13 01:08:00,0,None
TX_104367,ACC_1084,ACC_1184,380.12,2026-07-11 22:10:00,0,None
TX_102069,ACC_1094,ACC_1099,467.83,2026-07-11 19:45:00,0,None
TX_104325,ACC_1073,ACC_1100,1339.21,2026-07-10 23:03:00,0,None
TX_100252,ACC_1034,ACC_1119,616.92,2026-07-12 18:26:00,0,None
TX_103889,ACC_1187,ACC_1070,413.5,2026-07-11 20:13:00,0,None
TX_101706,ACC_1199,ACC_1190,556.19,2026-07-10 23:45:00,0,None
TX_104580,ACC_1005,ACC_1093,510.76,2026-07-10 19:10:00,0,None
TX_101368,ACC_1146,ACC_1130,1320.31,2026-07-11 23:48:00,0,None
TX_104550,ACC_1018,ACC_1161,370.41,2026-07-13 01:39:00,0,None
TX_100422,ACC_1020,ACC_1049,471.58,2026-07-12 21:05:00,0,None
TX_104123,ACC_1097,ACC_1063,85.17,2026-07-12 22:22:00,0,None
TX_103115,ACC_1011,ACC_1012,962.65,2026-07-12 23:00:00,0,None
TX_101360,ACC_1137,ACC_1022,858.21,2026-07-13 02:29:00,0,None
TX_101892,ACC_1019,ACC_1150,1209.62,2026-07-11 02:24:00,0,None
